artist_id,genres
1z7b1Pr1rSlvWRzsW3HOrS,"['hawaiian hip hop', 'pop rap']"
1zNqDE7qDGCsyzJwohVaoX,['pop']
1zNqQNIdeOUZHb8zbZRFMX,"['melodic rap', 'rap', 'trap']"
1zV9UjTUevjp5VUddqIUUn,[]
1zhIzONVRlTfD1VQRauHMl,"['contemporary country', 'country', 'country road']"
1zkKkDDra0jlsiJYz57P3P,['chill pop']
1zuG3w1Zgeou53fb3Vu3bO,['indie pop rap']
20JZFwl6HVl6yg8a4H3ZqK,['pop']
20N6dS0vq9kMWXUqEkFrBA,[]
20apXQGKM00jJTvYfyKwlb,[]
20qISvAhX20dpIbOOzGK3q,"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap']"
20s0P9QLxGqKuCsGwFsp7w,"['dance pop', 'r&b', 'southern hip hop', 'urban contemporary']"
20sxb77xiYeusSH8cVdatc,"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
20wkVLutqVOYrc0kxFs7rA,['canadian contemporary r&b']
21451j1KhjAiaYKflxBjr1,"['reggaeton', 'urbano latino']"
21ALJSG7U07dShegeJQ2xA,"['alabama metal', 'nu metal', 'post-grunge']"
21E3waRsmPlU7jZsS13rcj,"['dance pop', 'pop', 'r&b', 'urban contemporary']"
21UPYSRWFKwtqvSAnFnSvS,"['afro r&b', 'afrobeats', 'alternative r&b', 'ghanaian alternative', 'ghanaian pop']"
21VBNkZvKxrI9zmfFRxXvn,['8-bit']
21WS9wngs9AqFckK7yYJPM,"['melodic rap', 'rap', 'trap']"
21dooacK2WGBB5amYvKyfM,"['melodic rap', 'miami hip hop', 'trap', 'underground hip hop']"
21gGD9dUby5ls0belA1wqZ,"['boy band', 'contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']"
21mKp7DqtSNHhCAU2ugvUw,"['chillwave', 'edm', 'indietronica']"
229HpjJ0mDMcH3PXuj85O2,[]
22Fg6dE7cFJm88AiUzGHAa,[]
22JdJVovP3pV9XkGTih01c,[]
22WwE0lMmGx4AJeyUfT7rh,"['crunk', 'electropowerpop']"
22bE4uQ6baNwSHPVcDxLCe,"['album rock', 'british invasion', 'classic rock', 'rock']"
22wbnEMDvgVIAGdFeek6ET,['singer-songwriter pop']
22y08IZx7u6SWpsfap1Cub,"['pov: indie', 'weirdcore']"
23DYJsw4uSCguIqiTIDtcN,"['atl hip hop', 'atl trap']"
23LbwefIODbyGdRbAz3urj,"['atl hip hop', 'crunk', 'dirty south rap', 'southern hip hop', 'trap']"
23OknxGcY1i5xX1TRPilMj,['modern blues rock']
23apFYuBTpFemqLDn8ViLW,['indie pop rap']
23fqKkggKUBHNkbKtXEls4,"['edm', 'pop', 'pop dance', 'tropical house']"
23hzc59PkIUau13dqXx5Ef,[]
23rBupd4zSysh9lAzsSFb0,[]
23wEWD21D4TPYiJugoXmYb,"['latin pop', 'mexican pop']"
23xFbA9rYgRX8mreqysWPc,[]
23xqmJEN3oVxwzqtNIyR5m,"['cologne indie', 'german singer-songwriter']"
23zg3TcAtWQy7J6upgbUnj,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']"
245ehpPuovK24LLQBWZKZ3,[]
246dkjvS1zLTtiykXe5h60,"['dfw rap', 'melodic rap', 'pop', 'rap']"
24VF2kZrBFn1WvJ5oF1SRf,['country road']
24XtlMhEMNdi822vi0MhY1,"['emo', 'neon pop punk', 'pop punk', 'post-hardcore', 'screamo']"
24oWuzi9YOuHwjX6WTTCob,['contemporary r&b']
250b0Wlc5Vk0CoUsaCY84M,['k-pop']
253mZZhgkLOjbAuogZiNbc,['slow game']
25IG9fa7cbdmCIy3OnuH57,"['contemporary country', 'country', 'country dawn']"
25JN9vPFGeYAhoaYyVGuwC,['acoustic pop']
25Kw8f1zcn9VtUk5Nl3qrp,"['belgian dance', 'belgian pop', 'eurodance']"
25NQNriVT2YbSW80ILRWJa,"['contemporary country', 'country', 'country dawn', 'country road']"
25fqWEebq6PoiGQIHIrdtv,"['electro house', 'electronic trap']"
25naJrFZN5yogpY4K3bV0f,"['classic oklahoma country', 'modern country rock']"
25u4wHJWxCA9vO0CzxAbK7,"['danish pop', 'scandipop']"
25uiPmTg16RbhZWAqwLBy5,"['art pop', 'candy pop', 'metropopolis', 'pop', 'uk pop']"
264nbMzGPSkDZqTY8nXwCG,"['latin pop', 'puerto rican pop']"
266SmBZTt4zRzaKEANWbfQ,"['contemporary r&b', 'r&b']"
26AHtbjWKiwYzsoGoUZq53,"['a cappella', 'viral pop']"
26T3LtbuGT1Fu9m0eRq5X3,"['modern alternative rock', 'modern rock', 'pov: indie', 'punk blues', 'rock']"
26VEPCGAYB9OClQodb0OR1,['black americana']
26VFTg2z8YR0cCuwLzESi2,"['electropop', 'etherpop', 'indie poptimism', 'pop']"
26cMerAxjx9GedFt0lMDjm,['modern alternative pop']
26dSoYclwsYLMAKD3tpOr4,"['dance pop', 'pop']"
26nStRV6Waedt17W4Uhx6l,['latino comedy']
26s8LSolLfCIY88ysQbIuT,"['crunk', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'southern hip hop', 'tennessee hip hop', 'trap']"
27FGXRNruFoOdf1vP8dqcH,"['dance pop', 'hip pop', 'pop rap', 'r&b', 'urban contemporary']"
27IuDZNaLuEtupD8QZftiZ,"['belgian dance', 'bouncy house', 'eurodance']"
27R1aBy7FfkYevfYen4sMp,"['modern country pop', 'texas country']"
27fy6rHPC58Eo2VUu0iJSG,"['brostep', 'electro house', 'electronic trap']"
27mFvqQj8KpjmdKIqcw1mG,"['trap', 'viral rap', 'viral trap']"
27sxIn9cqlHftnewCLqEFd,"['classical performance', 'orchestral performance']"
28821fRwpAWk44HfJ96PGV,"['canadian pop', 'contemporary r&b', 'neo soul']"
28ABOA2akZrXN9kQpqwvVg,[]
28AyklUmMECPwdfo8NEsV0,['trop rock']
28ExwzUQsvgJooOI0X1mr3,"['conscious hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']"
28GmLYDzZIZWQChkzH1Mgy,[]
28Jt29jw6Smc3ZkzALTouq,['houston rap']
28KOnhhvUnyvgRNXEQ41WL,[]
28Y5nsvbE8IdoUAGNgCk0Y,[]
28bGoPggBA6WBIz5iPqD7d,[]
28yx4Aq8882xd1AivwMZLB,[]
293zczrfYafIItmnmM3coR,"['blues', 'blues rock', 'classic rock', 'rock', 'rock-and-roll', 'rockabilly', 'soul']"
29WzbAQtDnBJF09es0uddn,"['british soul', 'neo soul', 'pop soul', 'soul']"
29ywwKkxfoH7iWwNY1UezA,"['ccm', 'christian alternative rock', 'christian music']"
2AHGrNDMKFi8rHqQ8kJqfl,"['classic progressive house', 'downtempo', 'intelligent dance music']"
2AMeiDbfU2vonrTkpXDKUu,"['bronx drill', 'melodic drill', 'new york drill']"
2AOt5htsbtyaHd5Eq3kl3j,"['contemporary r&b', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']"
2AQjGvtT0pFYfxR3neFcvz,"['dance pop', 'pop', 'post-teen pop', 'urban contemporary']"
2AUT4fNQ2QC0e2f5pIxOCd,[]
2AVVj8ezW2mJ0v8u7XydiF,"['alternative metal', 'nu metal', 'post-grunge']"
2AXQzJRDvlJrq0fiVAnRy8,[]
2AZOALDIBORfbzKTuliwdJ,"['latin arena pop', 'latin pop']"
2AsusXITU8P25dlRNhcAbG,['australian pop']
2B4ZTS4hFT3IrUFVPHjEmL,[]
2BQVRw9md4UKcGUrDXABCD,"['arkansas country', 'contemporary country', 'country', 'country road']"
2BaKphge9AdjZIxQqv7WoQ,['a cappella']
2BvzbqWWwLN11XGBYgDZzx,"['bronx hip hop', 'dirty south rap', 'hardcore hip hop', 'hip pop', 'southern hip hop']"
2C9n4tQgNLhHPhSCmdsQnk,"['idol', 'lds youth', 'post-teen pop']"
2CIMQHirSU0MQqyYHq0eOx,"['canadian electronic', 'complextro', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house']"
2CMP2czDER8nvmcGhKeHPC,['theme']
2COi3lJPZHP2CjJBfofGwh,['modern country rock']
2CmaKO2zEGJ1NWpS1yfVGz,"['alternative metal', 'rap metal']"
2CxtLXJMW2AbYPyQShuDT1,['miami hip hop']
2DaxqgrOhkeH0fpeiQq2f4,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']"
2DlGxzQSjYe5N6G9nkYghR,"['dance pop', 'pop', 'urban contemporary']"
2DnqqkzzDKm3vAoyHtn8So,"['country', 'pop rock', 'post-grunge']"
2DzRMyWgjuMbYvt5BLbpCo,"['contemporary r&b', 'neo soul', 'r&b', 'urban contemporary']"
2E0WuV49YeVlDWrmLf4jKK,[]
2E19mfEFhCr6UgZUYJGOEW,[]
2EMAnMvWE2eb56ToJVfCWs,"['kentucky hip hop', 'r&b', 'rap']"
2EnD37GNRe2REqHBKqMnZQ,['atl trap']
2ExGrw6XpbtUAJHTLtUXUD,"['dancehall', 'dancehall queen', 'uk dancehall', 'uk hip hop']"
2F3LBiE1vrZao4CoBEkKG6,[]
2F4vlQrJakgfJhEW93DFcZ,['slow game']
2FXC3k01G6Gw61bmprjgqS,"['irish singer-songwriter', 'modern rock', 'pop', 'pov: indie']"
2FcC4sDMXme2ziI7tGKMK8,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'symphonic rock']"
2FsZnS8gQ8jG1HGnPYNlm9,['modern blues rock']
2G6E8Q9UTzDIhoawhJm33M,[]
2GB8NPGTvSHk3KwmxtVvaB,[]
2GEcMpeGIad5O23WxDRFMn,['pop r&b']
2GHclqNVjqGuiE5mA7BEoc,"['alternative hip hop', 'chicago rap', 'conscious hip hop', 'hardcore hip hop', 'hip hop', 'political hip hop']"
2GRDbUJRZwKzeiwxrjJdmQ,"['philly drill', 'philly rap']"
2GVBp7QyHckoOg7rYkLvrA,"['funk', 'p funk', 'soul']"
2Ggj5XNlIb4Lnbqe307FyB,['trap queen']
2Go6wC0GsnkVeRoVwh8rqX,[]
2GzDtAvFxH5TXQdU49DfBJ,[]
2HB65P72dFRiOKvbLLcil2,"['hollywood', 'show tunes']"
2HPaUgqeutzr3jx5a9WyDV,"['r&b', 'rap', 'urban contemporary']"
2HUwZ0kumzCSlhFcjFZfpp,"['melodic rap', 'trap']"
2HcwFjNelS49kFbfvMxQYw,"['dance rock', 'europop']"
2Hjj68yyUPiC0HKEOigcEp,"['dance pop', 'pop', 'post-teen pop']"
2Hm8pRagdhRNFBbCiGaJEI,[]
2I1bnmb9VQEQGKHxvr0gSf,"['chicago rap', 'contemporary r&b', 'dirty south rap', 'hip pop', 'new jack swing', 'r&b', 'urban contemporary']"
2IBPIcSkvQZyoaVfoyZKE8,"['contemporary r&b', 'new jack swing', 'r&b']"
2IgfvpRnRRvieMOYwvI7Rr,['idol']
2IkHcHKErbWa0TA14yHkbl,[]
2IvkS5MXK0vPGnwyJsrEyV,"['contemporary country', 'country', 'country road']"
2J0JN7EFN10G1Tty6hX0AN,"['atl hip hop', 'trap']"
2J257euzcjnDLipsyJH3F2,"['alternative hip hop', 'hardcore hip hop', 'hip hop', 'southern hip hop', 'virginia hip hop']"
2JSwnwAT1BupAQkhqcRCUw,"['detroit trap', 'scam rap']"
2JX4h8xm0hNxCB0aNBWzyi,"['conscious hip hop', 'dancehall', 'reggae fusion']"
2Jwr7hGoSNK3S3QBxh3T0z,"['battle rap', 'hardcore hip hop', 'philly rap']"
2JyWXPbkqI5ZJa3gwqVa0c,['british soul']
2K13AVg3bFpHSxDM1vJ0qA,"['alternative dance', 'dance-punk', 'electroclash', 'electrofox', 'indietronica', 'neo-synthpop', 'new rave']"
2KNDYRKdCzuKzCCUyjAcF4,['chicano rap']
2KsP6tYLJlTBvSUxnwlVWa,"['dance pop', 'pop', 'pop dance', 'pop rap']"
2Kx7MNY7cI1ENniW7vT30N,"['contemporary vocal jazz', 'jazz pop', 'neo mellow', 'vocal jazz']"
2L8yW8GIoirHEdeW4bWQXq,"['dutch house', 'edm', 'electro house', 'melbourne bounce', 'moombahton', 'progressive electro house', 'uk garage']"
2LIk90788K0zvyj2JJVwkJ,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']"
2LJxr7Pt3JnP60eLxwbDOu,"['dance pop', 'hollywood', 'neo mellow', 'post-teen pop']"
2LRoIwlKmHjgvigdNGBHNo,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']"
2LXeJdQVcFkhkWydphLI74,"['alternative pop', 'alternative rock', 'candy pop', 'ectofolk', 'lilith', 'new wave pop', 'permanent wave', 'singer-songwriter']"
2LZDXcxJWgsJfKXZv9a5eG,"['downtempo', 'electropop', 'shiver pop']"
2LkkwxA19J8C52wPQl5bG6,"['pop soul', 'singer-songwriter pop']"
2LmcxBak1alK1bf7d1beTr,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']"
2LmsYeN3MzzZ9zhuZhNyqO,[]
2LuUALONla8DJRSCiGONBp,['pop r&b']
2M4Yt7oKGoYd0wqU44k4i2,"['contemporary country', 'country', 'country road', 'outlaw country']"
2M4eNCvV3CJUswavkhAQg2,"['orchestral soundtrack', 'soundtrack']"
2MGT7CYlixSPxAnnkhLpaA,"['boy band', 'contemporary r&b', 'minneapolis sound', 'new jack swing', 'r&b', 'urban contemporary']"
2MbYIRNlHvHv43cBpyksSe,[]
2MqhkhX4npxDZ62ObR5ELO,"['alternative metal', 'funk metal', 'nu metal', 'pop rock', 'post-grunge']"
2N4EYkIlG1kv25g6Wv8LGI,"['alternative hip hop', 'atl hip hop', 'conscious hip hop', 'hip hop', 'old school atlanta hip hop', 'political hip hop', 'southern hip hop']"
2NCGI6dLTxLdI9XHdv7QfM,"['adult standards', 'swing', 'torch song', 'vocal harmony group']"
2NQEwAVHBNcI0tGMLlWwF1,"['acoustic pop', 'neo mellow']"
2NcbLU1bW55eahD0UgD7U3,['glam rock']
2NdeV5rLm47xAvogXrYhJX,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']"
2NhdGz9EDv2FeUw6udu2g1,"['boy band', 'dance pop', 'pop', 'post-teen pop']"
2NjfBq1NflQcKSeiDooVjY,['australian pop']
2NkpmkcWNxbWydBaETRfqT,[]
2NuPFDndwjELCXN6CzFwEB,[]
2NvmDZar6FF2CICK1yBS4I,[]
2ODbg2404zUzTi02qIPEjB,"['cali rap', 'dfw rap', 'rap', 'trap']"
2OEGI2wrCVmvavKEOMlccy,"['broadway', 'show tunes']"
2OT8Y69ZmFlwMCmqXNJMih,['chicano rap']
2OTfr6S2kuHRYStjt1IkY6,['post-teen pop']
2OjoIDVPQKT9B7loZbPEfp,"['axe', 'pop nacional', 'sertanejo universitario']"
2OpqcUtj10HHvGG6h9VYC5,"['classic country pop', 'country', 'country rock', 'honky tonk']"
2OqENqJFXPORP4BUGnu2Qq,"['atl hip hop', 'crunk', 'dirty south rap', 'old school atlanta hip hop']"
2P5sC9cVZDToPxyomzF1UH,"['conscious hip hop', 'hip hop', 'rap']"
2P6KPAphDMASmfHjnxSMmR,"['garage rock', 'garage rock revival', 'kiwi rock']"
2PCUhxD40qlMqsKHjTZD2e,"['acoustic pop', 'charlottesville indie', 'neo mellow', 'neon pop punk', 'pop rock', 'viral pop']"
2PU4qFehXQF7WnlFsJpBiJ,['psychedelic hip hop']
2PWQEBHw18rURT93AbGXQm,[]
2PaRhxWFaqCUZybJDDoNrf,"['contemporary country', 'country', 'country dawn', 'country road']"
2PaZWGu5T5nHjY2xxAkFsT,[]
2PfspWeqOGkYvMjgoOTqmJ,[]
2Pfv2w8a20xzC7Dr7QXRqM,"['alternative metal', 'industrial metal', 'nu metal', 'rap metal']"
2PsjBHyb950JI7BHXY10TD,[]
2Q07VeywZl1U7Zbywcq30i,['lullaby']
2Q1FIPavG8WZF33kqIP3sy,['idol']
2Q3eZMfDQgT8MhPowKFXYO,"['dance pop', 'europop', 'girl group']"
2Q8zdTu3R52vphvlTVB7Qb,['karaoke']
2QMsj4XJ7ne2hojxt6v5eb,"['contemporary country', 'modern country pop']"
2QWIScpFDNxmS6ZEMIUvgm,"['cantautora mexicana', 'latin alternative', 'latin pop', 'latin rock', 'rock en espanol']"
2QYEvpsWUOjqaYuxDPTCmV,['pop rap']
2R0CFyeMDiRbfkhkIMbyl1,['jersey club']
2R21vXR83lH98kGeO99Y66,"['reggaeton', 'reggaeton flow', 'trap boricua', 'trap latino', 'urbano latino']"
2RDOrhPqAM4jzTRCEb19qX,"['pop rap', 'rap', 'trap']"
2RE8NwNxsOyuNZDD0jRxHP,"['east coast hip hop', 'harlem hip hop', 'new jack swing', 'old school hip hop']"
2RQXRUsr4IW1f3mKyKsy4B,"['pov: indie', 'singer-songwriter pop']"
2RTUTCvo6onsAnheUk3aL9,"['alternative metal', 'nu metal', 'post-grunge', 'rock']"
2RWMTZ0AXNLBbTT2Evtbdj,['uk pop']
2RdwBSPQiwcmiDo9kixcl8,"['dance pop', 'pop']"
2Rf4X6m0oayCJhaJ5K63GQ,"['post-teen pop', 'talent show', 'teen pop']"
2S8UlyXW4JjjHcbeg8ddIo,"['contemporary r&b', 'girl group', 'hip pop', 'r&b']"
2S9W9aSAd7e5mp8WqWxN2h,"['dance pop', 'pop', 'post-teen pop']"
2SJhf6rTOU53g8yBdAjPby,"['glitchcore', 'plugg', 'rage rap']"
2SXhbucehn00OBVKhzxDyM,['trap queen']
2Sqr0DXoaYABbjBo9HaMkM,"['acoustic pop', 'lilith', 'neo mellow', 'pop rock', 'post-teen pop']"
2SwRWWKpFqktihz7o2rfYX,"['contemporary r&b', 'new jack swing']"
2SxTHJmWmdjW5QykIq6Rre,[]
2T1aUibqR2QC2sINIDQOAK,"['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']"
2TI7qyDE0QfyOlnbtfDo7L,"['jam band', 'neo mellow', 'pop rock']"
2TImI3DW7o5MdRXJs4D37h,['cali rap']
2ThUOWiiWP3YdZqs4WYNOi,[]
2TnJ7VOpGzjtKUn0ObpEYe,['electropop']
2U6gqwyl9F33YxawnFrZG7,['talent show']
2UVEFaiFaIUuRTMkDZkZIm,[]
2UZMlIwnkgAEDBsw1Rejkn,"['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']"
2UazAtjfzqBF0Nho2awK4z,"['alternative metal', 'alternative rock', 'classic rock', 'grunge', 'hard rock', 'nu metal', 'post-grunge', 'rock']"
2UtIeAxtrsrRM0sV7Q8cJm,[]
2UxjiPpWHNc2txHrYy5EF3,[]
2UyyBkpzN5w3hzZBZGvRZb,['brooklyn drill']
2VAnyOxzJuSAj7XIuEOT38,"['electropop', 'house', 'uk dance']"
2VSHKHBTiXWplO8lxcnUC9,"['alt z', 'modern alternative pop']"
2VX0o9LDIVmKIgpnwdJpOJ,"['hardcore hip hop', 'hip hop']"
2W8eAR7hLWZ9Al1Sa19nka,[]
2W8yFh0Ga6Yf3jiayVxwkE,['pop']
2WCSTqqMwguiIpPSzuE5UF,"['atl hip hop', 'futuristic swag']"
2WV4xLQooFalR2cit0XSKp,"['contemporary country', 'country', 'country dawn', 'country road']"
2WoVwexZuODvclzULjPQtm,"['alternative r&b', 'indie soul']"
2WzaAvm2bBCf4pEhyuDgCY,"['alt z', 'canadian contemporary r&b', 'canadian pop', 'pop']"
2X1VgNqQOiSbkyel3a9rjK,"['dancehall', 'dancehall queen', 'reggae fusion']"
2X97ZAqRKRMYFIDqtvGgGc,"['edm', 'uk dance']"
2XBGYG6QSt4CYiJPPiK9mR,[]
2XnnxQzxFZG8qEPjakokPM,"['detroit hip hop', 'gangster rap', 'hardcore hip hop']"
2XsudBfsvfyV3kgElVU8iF,['karaoke']
2Xu7q46Hf02xOoEIm4E1Qs,"['bronx hip hop', 'east coast hip hop', 'hardcore hip hop']"
2YKqI0pz6dY15GpzxT66HD,[]
2YOYua8FpudSEiB9s88IgQ,"['meme rap', 'minnesota hip hop']"
2YRyPiW98bpkARAS4B3OQP,"['trap latino', 'urbano latino']"
2YZyLoL8N0Wb9xBt1NhZWg,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
2YvCxggokXutqFAqQ9rO0O,[]
2ZMkDOXZnoLSfMgN6oQ6DY,[]
2ZVEnkCKF0ytNHpj9cLxte,[]
2ZavqCJe7uqkRpISes0NFi,['cali rap']
2Zi3RrdQqk63Xj0914STkS,"['movie tunes', 'post-teen pop', 'vapor pop']"
2aYJ5LAta2ScCdfLhKgZOY,"['neon pop punk', 'pop punk', 'post-teen pop']"
2aZtzjAzD8fq3OhZ9egqda,"['duranguense', 'musica mexicana']"
2as15AH2BTrPk8v4gyElmr,[]
2auC28zjQyVTsiZKNgPRGs,['k-rap']
2auiVi8sUZo17dLy1HwrTU,"['afrofuturism', 'alternative r&b', 'r&b', 'urban contemporary']"
2auikkNYqigWStoHWK1Grq,['pop edm']
2b9trXzxgbOKfsHAJoZo9a,[]
2bA6fzP0lMAQ4kz6CF61w8,"['classic oklahoma country', 'contemporary country', 'country', 'country road']"
2bK1rpFhmGkImiZNuUyHVT,['contemporary r&b']
2bcrMsFlF632EQ6VZERWFu,"['dance-punk', 'indie rock', 'modern rock']"
2bwR166mSJEJrYJqfyust3,"['hardcore hip hop', 'hip hop']"
2c9O21YLFy4tFI9zCVhbFg,[]
2c9hCQXDb2ciXrhTbhzVQi,['karaoke']
2cADQgiLMjNhbsfeN52Bf3,"['battle rap', 'dirty south rap', 'southern hip hop', 'trap']"
2cBh5lVMg222FFuRU7EfDE,"['dance pop', 'europop', 'new wave pop']"
2cCUtGK9sDU2EoElnk0GNB,"['chamber pop', 'indie folk', 'indie rock', 'indietronica', 'modern rock']"
2cFrymmkijnjDg9SS92EPM,"['alt z', 'pop']"
2cNV8vNe2fPFf6OfGOBbSS,"['country', 'country road']"
2cWZOOzeOm4WmBJRnD5R7I,"['pop', 'r&b']"
2cnMpRsOVqtPMfq7YiFE6K,"['album rock', 'classic rock', 'hard rock', 'rock']"
2cy1zPcrFcXAJTP0APWewL,"['cubaton', 'electro latino', 'latin hip hop', 'latin pop', 'reparto']"
2d0hyoQ5ynDBnkvAbJKORj,"['alternative metal', 'alternative rock', 'conscious hip hop', 'funk metal', 'hard rock', 'nu metal', 'political hip hop', 'post-grunge', 'rap metal', 'rap rock', 'rock']"
2d3VHzlOEwXvmBdS4pzOPL,"['country', 'country dawn', 'country road']"
2d6W4cnC5XsVOaxtgaj9hA,['dutch pop']
2dIgFjalVxs4ThymZ67YCE,"['k-pop', 'k-pop boy group', 'pop']"
2dd5mrQZvg6SmahdgVKDzh,"['k-rap', 'korean old school hip hop']"
2ddxtfC0oS8LoktXUHE7YL,"['dance pop', 'pop', 'post-teen pop']"
2dyeCWctcFRt3Pha76ONgb,"['country', 'country rock', 'outlaw country']"
2e4G04F77jxVuDYo44TCSm,"['k-pop', 'k-rap', 'korean r&b']"
2eIB6vFotL2su94z3pUC1j,['modern country pop']
2eRJjYEaWyGZbOBGYFLBoC,"['neon pop punk', 'pixie', 'pop emo', 'pop punk']"
2eTcJVakGgCvZQMnw9Evbn,['west coast rap']
2efrqekWSHlvhATD50AG3m,"['alternative r&b', 'bedroom pop']"
2ekQSBhOMRqXuJ1Gf6RDIt,[]
2epZPZ7pPLAho4JLe9UwFd,['north carolina hip hop']
2eqoJbzUGDwys5ENUkbT3h,['nyc rap']
2f9ZiYA2ic1r1voObUimdd,['art pop']
2fHzyk5XmAMsYzJeT7xM8Q,[]
2feDdbD5araYcm6JhFHHw7,"['indie poptimism', 'pop']"
2gBjLmx6zQnFGQJCAQpRgw,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'st louis rap', 'urban contemporary']"
2gUMs9PE8XZVQyzCDqaYmW,"['movie tunes', 'post-teen pop']"
2gdX1GbQ8sljsTVwDaIpkc,"['boy band', 'contemporary r&b']"
2gie1bU1LwnxdFAJoTLjzT,['hip pop']
2gsggkzM5R49q6jpPvazou,"['dance pop', 'pop']"
2h1hD8R5Y4eaxsL80EKiPm,['deep southern trap']
2h93pZq0e7k5yf4dywlkpM,"['lgbtq+ hip hop', 'neo soul']"
2hJPr4lk7Q8SSvCVBl9fWM,"['contemporary country', 'country', 'country road', 'modern country rock']"
2hLBMpnVLdS8kOLFyFlq58,[]
2hPgGN4uhvXAxiXQBIXOmE,['rap']
2hVWBpjLW4Q7fboYz2pVYK,['ghanaian alternative']
2hWr3AjjKOCVmWcwvuT4uM,"['contemporary r&b', 'neo soul', 'new jack swing', 'r&b', 'urban contemporary']"
2hWs22BmQkK4czFtDLnar2,"['san diego rap', 'viral trap']"
2hejA1Dkf8v8R0koF44FvW,"['mexican hip hop', 'rap conciencia']"
2hfPo38uVGaKcxfOpqJwf8,[]
2hlmm7s2ICUX0LVIhVFlZQ,"['atl hip hop', 'melodic rap', 'rap', 'trap']"
2ht3wxeT69CzyKFChNnNAB,"['atl hip hop', 'dirty south rap', 'hip hop', 'southern hip hop']"
2i9uaNzfUtuApAjEf1omV8,"['brooklyn indie', 'electropop', 'indie poptimism', 'nyc pop', 'shimmer pop']"
2iE18Oxc8YSumAU232n4rW,"['motown', 'soul']"
2iEvnFsWxR0Syqu2JNopAd,"['pop rock', 'post-grunge']"
2iI5KWXLjw1tqLQsdjuo0e,['dembow dominicano']
2iUbk5KhZYZt4CRvWbwb7S,['miami hip hop']
2iojnBLj0qIMiKPvVhLnsH,"['dance pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']"
2jI32eTOcSx2bn1MGgRyei,"['candy pop', 'country dawn']"
2jLE4BoXHriQ96JagEtiDP,[]
2jku7tDXc6XoB6MO2hFuqg,"['canadian hip hop', 'canadian trap', 'melodic rap', 'pop rap', 'r&b', 'rap', 'trap']"
2jmAsMZ9hdMfeyCLiBeCzI,[]
2jnIB6XdLvnJUeNTy5A0J2,"['boy band', 'pop']"
2jp3Fk52x0HbymU0lNYbSC,['gangster rap']
2jw70GZXlAI8QzWeY2bgRc,"['canadian latin', 'canadian pop', 'dance pop', 'pop']"
2k8LSCieAnywX4Ku6k3X4m,[]
2kCO8LXN1usaOPL3iEE28I,"['modern indie pop', 'singer-songwriter pop']"
2kCcBybjl3SAtIcwdWpUe3,"['cloud rap', 'emo rap', 'lgbtq+ hip hop']"
2kHxkdiKCSnHMkhIgFBZaI,['movie tunes']
2kM1LxD0AhAE5GULSYRQSa,['deep talent show']
2krcORhOPUPKbh2qTKLnt9,['channel pop']
2kucQ9jQwuD8jWdtR9Ef38,"['contemporary country', 'country', 'country pop', 'modern country rock']"
2l35CQqtYRh3d8ZIiBep4v,"['pop', 'post-teen pop']"
2l6Z31DakUv5Gl9yQPbLEl,"['baton rouge rap', 'dirty south rap']"
2lEOFtf3cCyzomQcMHJGfZ,['comic']
2lFHVcUeJ9Gq6AZiU3ZAOa,"['contemporary r&b', 'girl group', 'hip pop', 'r&b', 'urban contemporary']"
2lRH2dgU5Kk4Bc5phmII4T,"['contemporary country', 'country road', 'modern country rock']"
2lbUjuMzHkT4qIECvk2f3L,"['chinese hip hop', 'chinese idol pop']"
2lfhRHLz3kC17tcVKJqJ4Y,['orchestral performance']
2lolQgalUvZDfp5vvVtTYV,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']"
2mpeljBig2IXLXRAFO9AAs,"['dance pop', 'europop', 'lilith', 'neo mellow', 'pop rock']"
2mxe0TnaNL039ysAj51xPQ,[]
2ndyVAdV9UqF1XjyTJt484,['gospel']
2nmNj8czpBZkCVZSbx5W2i,['philly rap']
