chart_week,list_position,track_id,score,chart_year,chart_month,track_name,duration_ms,release_date,album_type,explicit,artist_id,artist_name,popularity,followers,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre,distance_to_mean
2004-06-05,92,0j5E1yom7T47wgH0LynPq9,21,2004,6,Just For You,250466,2012-01-01,album,False,1By9QBFnjZAoI83BZppHlt,Billy Currington,66.0,2614349.0,0.657,0.599,11.0,-8.388,0.0,0.03,0.1,3.06e-06,0.0957,0.531,115.007,4.0,country,8.693324418011516
2024-07-20,93,30tk4sJS9DadhmnWDRv0hW,21,2024,7,Northern Thunder,210680,2024-07-04,album,False,40ZNYROS4zLfyyBSs2PGe2,Zach Bryan,91.0,5274397.0,0.566,0.409,5.0,-7.152,1.0,0.0298,0.55,1.16e-05,0.156,0.329,129.363,4.0,country,8.794359819842276
2011-06-25,94,1P5RYVvxPVrzonLqAC8uxk,21,2011,6,Bang Bang Bang,195160,2011-01-01,album,False,6dJeKm76NjfXBNTpHmOhfO,Selena Gomez & The Scene,69.0,9886872.0,0.77,0.766,0.0,-2.949,1.0,0.0358,0.234,4.13e-06,0.0921,0.834,114.022,4.0,pop,8.887988046960213
2013-06-29,92,0CCznGZ23ARzsnbTu4QlzU,21,2013,6,Sad - The Voice Performance,189266,2013-01-01,single,False,6YdYhEJqzEypHPI4KA0KyF,Amber Carrington,8.0,1509.0,0.498,0.47,10.0,-4.307,1.0,0.0301,0.768,0.0,0.162,0.377,114.015,4.0,other,8.945519853102075
2017-03-11,93,2BOqDYLOJBiMOXShCV1neZ,21,2017,3,Dancing On My Own,260285,2018-03-09,album,False,6ydoSd3N2mwgwBHtF6K7eX,Calum Scott,77.0,5725926.0,0.681,0.174,1.0,-8.745,1.0,0.0315,0.837,3.35e-05,0.0983,0.231,112.672,4.0,pop,8.947048314539842
2020-07-04,94,6HM2tjTLqJi0poAkCdnNTB,21,2020,7,One Shot (feat. Lil Baby) - From Road To Fast 9 Mixtape,196541,2020-06-18,single,True,5f7VJjfbwm532GiveGC0ZK,Lil Baby,87.0,18711922.0,0.589,0.684,1.0,-4.51,0.0,0.394,0.143,0.0,0.214,0.261,112.592,5.0,rap/hip-hop,9.072561979090766
2008-02-02,95,5kVSDFEAqgjKtcD6tRvRzY,21,2008,2,Girls In Their Summer Clothes,259173,2007-09-25,album,False,3eqjTLE0HfPfh78zjh6TqT,Bruce Springsteen,79.0,6575501.0,0.439,0.76,0.0,-4.383,1.0,0.0316,0.0319,0.0,0.119,0.673,113.102,4.0,rock,9.105775799567178
2024-08-03,95,6G15l720kBWvIQZyoEJEYE,21,2024,8,Alibi (with Pabllo Vittar & Yseult),161655,2024-06-28,single,False,1QsdzIKkTT5gDFj8GB1cIX,Yseult,76.0,263978.0,0.741,0.754,11.0,-5.412,0.0,0.0327,0.00526,8.21e-06,0.125,0.717,126.98,4.0,pop,9.187489631573186
2009-10-17,92,2liwbAaiYRiJB2H286u1zS,21,2009,10,Check My Brain,237906,2009-09-29,album,False,64tNsm6TnZe2zpcMVMOoHL,Alice In Chains,75.0,5324003.0,0.441,0.845,10.0,-3.315,1.0,0.0462,3.28e-06,0.0533,0.723,0.304,113.989,4.0,rock,9.291842786843024
2015-10-03,92,1I8tHoNBFTuoJAlh4hfVVE,21,2015,10,Firestone,271640,2016-05-13,album,False,1rw8ZTLnDHd74TWDDukjVi,Conrad Sewell,63.0,115164.0,0.704,0.634,11.0,-7.374,0.0,0.0428,0.393,3.17e-05,0.0952,0.411,113.927,4.0,pop,9.313567961663912
2014-02-01,96,3et1SjQkOhOSUl9vzfDzlx,21,2014,2,How I Feel,169557,2013-10-28,single,False,0jnsk9HBra6NMjO2oANoPY,Flo Rida,81.0,8664797.0,0.637,0.955,7.0,-1.691,0.0,0.112,0.106,0.0,0.422,0.613,127.985,4.0,pop,9.323424724866078
2022-01-01,95,0qHPxjC83zQYcxe39xSShx,21,2022,1,thailand,200958,2021-12-17,album,True,757aE44tKEUQEqRuT6GnEB,Roddy Ricch,77.0,10896347.0,0.875,0.478,7.0,-10.562,1.0,0.218,0.00717,0.0,0.147,0.409,128.99,4.0,rap/hip-hop,9.517743384598385
2009-12-19,95,5ibdbHuXR3JAZj9KXgakr9,21,2009,12,All I Ask For Anymore,237213,2010-01-01,compilation,False,79FMDwzZQxHgSkIYBl3ODU,Trace Adkins,61.0,2617527.0,0.489,0.443,2.0,-6.493,1.0,0.029,0.134,1.7e-05,0.0902,0.279,129.785,4.0,country,9.542417716197065
2021-01-09,92,7ejepEh5DJ79YI6owGRfkk,21,2021,1,New N3on,116360,2020-12-25,album,True,699OTQXzgjhIYAHMy9RyPD,Playboi Carti,90.0,11933766.0,0.888,0.833,6.0,-6.546,0.0,0.0737,0.0631,0.0,0.106,0.948,130.054,4.0,rap/hip-hop,9.575665735952997
2012-11-10,92,0kcxKrUvHMOYIEqjJgnQHZ,21,2012,11,Fade Into You,209226,2013-01-01,album,False,1LBeAxaCAHECiK355bwtlW,Clare Bowen,41.0,36530.0,0.683,0.201,6.0,-12.436,0.0,0.0322,0.886,0.00107,0.115,0.262,112.648,3.0,country,9.893881612162186
2010-09-25,92,74tQaH4CxM5Rs9BzerEbHr,21,2010,9,"Introducing Me - From ""Camp Rock 2: The Final Jam""",186893,2010-01-01,album,False,4Rxn7Im3LGfyRkY2FlHhWi,Nick Jonas,66.0,10023293.0,0.513,0.496,11.0,-6.049,1.0,0.0511,0.46,0.0,0.106,0.676,113.072,4.0,pop,9.960729515123042
2013-10-05,96,5GjnIpUlLGEIYk052ISOw9,21,2013,10,This Is What It Feels Like,204360,2013-05-03,album,False,0SfsnGyD8FpIN4U4WCkBZ5,Armin van Buuren,77.0,4414512.0,0.551,0.833,8.0,-5.217,1.0,0.03,0.0391,2.77e-06,0.0632,0.145,129.885,5.0,edm,10.047155857214634
2024-07-13,96,331l3xABO0HMr1Kkyh2LZq,21,2024,7,I Don't Wanna Wait,149667,2024-04-05,single,False,1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,90.0,26286764.0,0.681,0.714,1.0,-4.617,0.0,0.0309,0.0375,0.0,0.232,0.554,129.976,4.0,other,10.257931109699665
2020-08-15,92,1gIlID64VBhXDDnzGDdn09,21,2020,8,NO DRIBBLE (feat. Stunna 4 Vegas),162680,2020-08-04,album,True,44IvvHRk2XF243QLA2VOa8,Stunna 4 Vegas,60.0,836588.0,0.775,0.58,9.0,-6.83,1.0,0.439,0.0064,0.0,0.354,0.762,130.032,4.0,rap/hip-hop,10.44084539694389
2019-06-15,94,6JATJXM3NhEpgvnGJKLQLo,21,2019,6,Under Enemy Arms,162528,2019-08-09,album,True,6Xgp2XMz1fhVYe7i6yNAax,Trippie Redd,82.0,9867041.0,0.751,0.756,9.0,-5.453,0.0,0.0375,0.257,0.0,0.0582,0.643,129.962,4.0,rap/hip-hop,10.456855791797265
2010-01-23,93,5WGQT9EYapix3MpDKFMwDN,21,2010,1,Love This Pain,183653,2010-01-01,album,False,32WkQRZEVKSzVAAYqukAEA,Lady A,67.0,3691970.0,0.639,0.905,11.0,-3.044,1.0,0.0409,0.00876,1.42e-06,0.364,0.792,127.975,4.0,country,10.508231536265624
2012-03-10,95,1UqhkbzB1kuFwt2iy4h29Q,21,2012,3,Cough Syrup,249520,2011,album,False,4j56EQDQu5XnL7R3E9iFJT,Young the Giant,67.0,1615110.0,0.534,0.721,11.0,-7.307,0.0,0.0417,0.0343,6.24e-06,0.115,0.225,128.978,3.0,indie,10.596117421205074
2011-07-23,92,3ga3cmO4mb9dMhysyJUEaH,21,2011,7,I Wouldn't Be A Man,212693,2010,album,False,7vCtweS8UVAXTyau2j0rDT,Josh Turner,66.0,2627465.0,0.617,0.465,2.0,-7.945,1.0,0.0291,0.465,0.000309,0.0885,0.224,130.848,4.0,country,10.627678581120689
2012-07-28,94,5lN1EH25gdiqT1SFALMAq1,21,2012,7,Gold on the Ceiling,224333,2011-12-06,album,False,7mnBLXK823vNxN3UWB7Gfz,The Black Keys,74.0,4040679.0,0.505,0.833,0.0,-4.632,1.0,0.0475,0.00772,7.9e-05,0.069,0.565,130.121,4.0,rock,10.771729149113524
2000-01-01,92,0M3ZIWNcizkhYFvn6RuCEz,21,2000,1,Music of My Heart (feat. *NSYNC),271160,2005-10-25,compilation,False,5IFCkqu9J6xdWeYMk5I889,Gloria Estefan,64.0,811995.0,0.375,0.556,11.0,-7.196,1.0,0.041,0.4,0.0,0.0956,0.397,111.827,4.0,pop,10.91458522736633
2021-01-23,92,075qcpR3BnxD5CWUIx1HTr,21,2021,1,This Bar,185280,2021-01-08,album,False,4oUHIQIBe0LHzYfvXNW4QM,Morgan Wallen,91.0,10845945.0,0.553,0.884,2.0,-5.306,1.0,0.0771,0.0921,0.00033,0.0463,0.248,110.074,4.0,country,10.947602316047384
2008-11-15,96,6wO0vMRAJB0r1lEWBJZNOq,21,2008,11,Something in Your Mouth,219253,2008-10-28,album,False,6deZN1bslXzeGvOLaLMOIF,Nickelback,80.0,7099879.0,0.663,0.977,0.0,-3.024,1.0,0.0575,0.00137,1.77e-05,0.173,0.746,129.975,4.0,rock,11.087223058555242
2009-02-21,95,08QZBupqwLXOalOpgiTi5e,21,2009,2,Working On a Dream,208946,2009-01-27,album,False,3eqjTLE0HfPfh78zjh6TqT,Bruce Springsteen,79.0,6575501.0,0.555,0.771,0.0,-7.292,1.0,0.025,0.000462,0.0,0.22,0.71,110.479,4.0,rock,11.109908981411882
2020-02-15,93,5VwwpU7KsLhgfbMEecedhJ,21,2020,2,Get Me (feat. Kehlani),185426,2020-02-14,album,False,0cGUm45nv7Z6M6qdXYQGTX,Kehlani,77.0,7909593.0,0.833,0.507,6.0,-6.913,0.0,0.151,0.0499,5.33e-05,0.107,0.76,109.345,5.0,pop,11.360465352661924
2004-03-27,95,0kQTioPt53cX2uUk3POlxe,21,2004,3,Love Me Right (Oh Sheila) (feat. Lara McAllen),195226,2003-07-14,single,False,0YQiSNSBP7gpvzalY9CDrM,Lara McAllen,22.0,513.0,0.558,0.801,5.0,-7.691,0.0,0.0295,0.00712,0.0107,0.131,0.85,132.023,4.0,other,11.465082398945611
2017-04-22,96,60APt5N2NRaKWf5xzJdzyC,21,2017,4,"Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)",229160,2017-06-30,album,True,2RdwBSPQiwcmiDo9kixcl8,Pharrell Williams,81.0,4827986.0,0.784,0.728,0.0,-4.549,0.0,0.0539,0.34,0.0,0.222,0.713,110.165,4.0,pop,11.610693965299536
2004-03-06,95,2tSdFhs9JtIr11NDECPwpe,21,2004,3,Something Happened On The Way To Heaven - Valentin Club Mix,303640,2003-07-22,compilation,False,5ByjDKuYxjipHdcBovMv3q,Valentin,8.0,5.0,0.615,0.964,2.0,-6.842,0.0,0.0517,0.0489,0.000323,0.225,0.472,131.965,4.0,other,11.645146495730481
2012-09-29,96,7n1rlCbUebjGfgV2BycDnh,21,2012,9,Heart Skips a Beat (feat. Chiddy Bang),201666,2011,single,False,3whuHq0yGx60atvA2RCVRW,Olly Murs,66.0,3207142.0,0.767,0.911,9.0,-2.883,1.0,0.0521,0.142,0.0,0.0717,0.92,110.597,4.0,pop,11.64901578041009
2017-06-10,92,1HQtmjBwA4257dxNTvG5Rt,21,2017,6,The Dance - The Voice Performance,210732,2017-05-24,album,False,65Soberz2DNvbx2hrxHcx5,Lauren Duski,39.0,55604.0,0.465,0.446,2.0,-5.515,1.0,0.0278,0.208,0.0,0.138,0.193,132.022,4.0,pop,11.780854702433272
2003-09-06,96,15ysm6oaBXHmNVFD5oZNUq,21,2003,9,Roun' the Globe,243533,2003-08-21,album,True,3tCxM1rTj2qUXsiQZxvt2I,Nappy Roots,51.0,234088.0,0.813,0.781,5.0,-4.899,1.0,0.0427,0.0569,5.66e-06,0.088,0.452,108.981,4.0,rap/hip-hop,11.794334361960992
2024-02-10,92,05tGmdz9dVZ4yGqz4YJdPK,21,2024,2,La Intención,249464,2024-01-27,single,False,0XwVARXT135rw8lyw1EeWP,Christian Nodal,82.0,15098986.0,0.794,0.738,2.0,-3.842,1.0,0.034,0.536,0.0,0.189,0.838,131.857,3.0,other,11.920890105618971
2021-07-24,94,267NGliXM8YLVZiKAD9Otm,21,2021,7,De Museo,209770,2021-07-06,single,False,4q3ewBCX7sLwd24euuV69X,Bad Bunny,95.0,86231149.0,0.592,0.494,4.0,-10.618,0.0,0.0747,0.237,0.0,0.13,0.231,132.037,4.0,latin,12.067666226178302
2014-11-29,92,6j8lAie0mdUNreql5d5Ejz,21,2014,11,Bobby Bitch,160383,2014-10-14,single,True,34Y0ldeyUv7jBvukWOGASO,Bobby Shmurda,58.0,1559384.0,0.921,0.525,11.0,-8.186,1.0,0.413,0.0136,0.0,0.313,0.794,130.747,4.0,rap/hip-hop,12.114808676095738
2001-09-29,95,2seY1Vy7jidW4bxk98n2eh,21,2001,9,John Doe featuring MZ Lelee,263200,2001-01-09,album,False,02JTFUpX3CgLWXNKEXIvcb,Public Announcement,41.0,178172.0,0.792,0.454,5.0,-6.098,1.0,0.0607,0.00746,1.6e-05,0.256,0.0599,108.415,4.0,r&b,12.238127155478029
2015-05-30,93,6zy6JNfrc4ve2M6xmhadLV,21,2015,5,Beautiful Life,209120,2015-01-01,single,False,0YklCNXJmtsiaFPCEjWXut,Nick Fradiani,23.0,13433.0,0.588,0.905,6.0,-3.315,1.0,0.0548,0.0714,0.0,0.171,0.43,108.75,3.0,other,12.451455990938694
2023-07-01,94,6YD8EpsddOfEwAhaymGu0Q,21,2023,7,go crazy,173360,2023-06-16,album,True,2hlmm7s2ICUX0LVIhVFlZQ,Gunna,87.0,8119414.0,0.827,0.541,6.0,-7.109,1.0,0.0539,0.516,0.0,0.107,0.584,132.988,4.0,rap/hip-hop,12.479282461481684
2016-04-16,93,4cg1yakyRSIOjxKM2I7J1q,21,2016,4,Digits,176386,2016-03-25,album,True,50co4Is1HCEo8bhOyUWKpn,Young Thug,85.0,10547637.0,0.769,0.632,10.0,-4.228,0.0,0.0537,0.0325,0.0,0.116,0.294,131.932,4.0,rap/hip-hop,12.844572534138457
2017-02-25,93,4zLOwx1yRJXWkHKt1XzF1p,21,2017,2,Now & Forever,281320,2015-02-12,album,True,3TVXtAsR1Inumwj472S9r4,Drake,96.0,92537455.0,0.555,0.481,6.0,-7.419,1.0,0.0322,0.124,0.0,0.101,0.098,107.793,4.0,rap/hip-hop,12.922499883561342
2013-12-21,96,6rvKqjSuVP02HzGiV4G4iq,21,2013,12,All the Way Home,262226,2013-09-03,album,False,1MT1Wz4G9Z9EVOg4L5zZMS,Tamar Braxton,50.0,1256558.0,0.652,0.663,2.0,-5.318,0.0,0.0378,0.0807,2.59e-06,0.0805,0.254,107.99,4.0,r&b,12.961696669386862
2015-04-04,94,7uWVT3UkCAZyANvv0bdyQn,21,2015,4,These Walls,300973,2015-03-16,album,True,0N41KJ4H6bkPAm2tx7VS8C,Anna Wise,58.0,74111.0,0.752,0.489,1.0,-5.233,1.0,0.137,0.11,3.57e-06,0.202,0.373,108.005,4.0,r&b,13.188688029278053
2024-05-25,94,2TX04DO2zwrmoZKos95IA5,21,2024,5,back in the a,173226,2024-05-10,album,True,2hlmm7s2ICUX0LVIhVFlZQ,Gunna,87.0,8119414.0,0.893,0.569,0.0,-6.389,1.0,0.0734,0.0256,0.0,0.177,0.501,133.07,4.0,rap/hip-hop,13.277702087364524
2010-11-27,92,5QemHQxj7PRkrw8lJl2W7C,21,2010,11,Scott Mescudi Vs. The World,235293,2010-11-09,album,True,0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,80.0,7238564.0,0.78,0.72,11.0,-5.914,0.0,0.0278,0.28,0.591,0.132,0.583,108.685,4.0,rap/hip-hop,13.601891768951539
2003-04-12,96,6VZciflHXKBKMxPXnGEmag,21,2003,4,No One's Gonna Change You,255200,2004-10-26,album,False,431mRqd2mlrLPMvbqar1n9,Reina,20.0,3182.0,0.66,0.767,11.0,-6.622,1.0,0.0339,0.0186,0.001,0.119,0.594,132.987,4.0,other,13.968651994634945
2006-11-18,94,4j9Y9TzpmUE21e91R5DT7k,21,2006,11,Change Me,230386,2006-10-14,album,False,0H0yrKDty3I7pPrNUSH3wW,Ruben Studdard,44.0,197186.0,0.721,0.627,1.0,-4.112,1.0,0.0552,0.16,0.0,0.0527,0.528,133.896,4.0,r&b,14.019560386682745
2017-02-18,93,3zrks1xFx1ATYzEx5mX3Q8,21,2017,2,Culture (feat. DJ Khaled),153557,2017-01-27,album,True,0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,75.0,11693352.0,0.825,0.7,11.0,-5.099,0.0,0.243,0.0379,0.0,0.139,0.317,132.994,4.0,rap/hip-hop,14.08395117936669
2013-10-26,93,0vRFKF7dGdL5XxZMXzpCpF,21,2013,10,Someone Else,288333,2013-10-04,album,False,5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,84.0,24857826.0,0.668,0.761,9.0,-7.093,0.0,0.0912,0.03,0.0,0.365,0.34,133.985,4.0,pop,14.11135272595242
2018-02-10,96,35ffVv9x4mtzBh5rF1K9sP,21,2018,2,CC,259340,2018-01-26,album,True,13y7CgLHjMVRMDqxdx0Xdo,Gucci Mane,77.0,5661054.0,0.85,0.731,9.0,-6.705,0.0,0.193,0.231,0.0,0.0886,0.822,134.005,4.0,rap/hip-hop,14.127082696368856
2023-08-05,93,02wk5BttM0QL38ERjLPQJB,21,2023,8,Cool With You,147880,2023-07-21,single,False,6HvZYsbFfjnjFrWF950C9d,NewJeans,82.0,9211800.0,0.752,0.65,5.0,-6.683,0.0,0.12,0.653,0.00136,0.105,0.532,134.993,4.0,pop,14.404572771475044
2017-10-07,92,7rdUtXasA973gmrr2Xxh3E,21,2017,10,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",214254,2017-09-14,single,True,163tK9Wjr9P9DmM0AVK7lm,Lorde,78.0,10062043.0,0.781,0.548,0.0,-4.997,0.0,0.0764,0.229,0.0,0.127,0.175,106.996,4.0,pop,14.47022797039643
2017-06-17,94,6jA8HL9i4QGzsj6fjoxp8Y,21,2017,6,There for You,221904,2017-05-26,single,False,3WGpXCj9YhhfX11TToZcXP,Troye Sivan,79.0,8420698.0,0.611,0.644,6.0,-7.607,0.0,0.0553,0.124,0.0,0.124,0.13,105.969,4.0,pop,14.738553974031616
2021-09-04,93,1jNapyyVxPB4X6gewQjEM8,21,2021,9,What's Wrong,155259,2021-08-20,album,True,45TgXXqMDdF8BkjA83OM7z,Rod Wave,80.0,7885342.0,0.712,0.636,1.0,-7.188,1.0,0.0566,0.303,0.0,0.112,0.126,134.927,5.0,rap/hip-hop,14.76698095174651
2001-04-28,96,3RPjcyceIs824Edmp5ZqAE,21,2001,4,That's How I Beat Shaq,204426,2000-09-26,album,False,5338fdSzGNOFD4cxAxDTeq,Aaron Carter,44.0,341682.0,0.892,0.803,6.0,-4.977,0.0,0.233,0.0656,0.0,0.169,0.652,106.015,4.0,pop,14.78195806980939
2021-09-04,96,3JXebpWufTcs8iegiRCBW7,21,2021,9,Tick Tock,159240,2021-08-20,single,True,50co4Is1HCEo8bhOyUWKpn,Young Thug,85.0,10547637.0,0.944,0.693,11.0,-8.605,0.0,0.266,0.00789,0.0,0.164,0.626,134.061,4.0,rap/hip-hop,15.038343165462697
2005-03-26,95,5meJWQuHyHDsOjWF8AtSDe,21,2005,3,The Widow,350880,2005-02-10,album,False,75U40yZLLPglFgXbDVnmVs,The Mars Volta,51.0,673313.0,0.236,0.658,9.0,-6.059,0.0,0.0349,0.628,0.00927,0.276,0.106,106.222,3.0,indie,15.09881103491664
2007-05-12,93,0XEBKZHp8imfvf9NYjV8Kg,21,2007,5,I Don't Need A Man,219093,2005-01-01,album,False,6wPhSqRtPu1UhRCDX5yaDJ,The Pussycat Dolls,70.0,5749899.0,0.777,0.957,7.0,-3.863,0.0,0.0442,0.0397,2.91e-05,0.0855,0.756,105.844,4.0,pop,15.257928220594637
2018-03-31,95,7CkbRn6S0itJqcqn88AtSV,21,2018,3,going down!,115194,2018-03-16,album,True,15UsOTVnJzReFVN1VCnxy4,XXXTENTACION,89.0,47028862.0,0.873,0.663,1.0,-4.086,1.0,0.15,0.0216,0.000356,0.0867,0.525,135.499,4.0,rap/hip-hop,15.554380631546316
2017-03-25,93,2dfHh7ECGxfNqZTQno09Vk,21,2017,3,Hearts Don't Break Around Here,248413,2017-03-03,album,False,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,89.0,116502914.0,0.604,0.366,7.0,-7.881,1.0,0.0267,0.719,0.0,0.162,0.181,105.177,3.0,pop,15.678133685475537
2021-11-27,94,6Y46tOTRhkBamosyuWa6YX,21,2021,11,LA FAMA,188106,2022-03-18,album,False,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,96.0,92598894.0,0.766,0.295,0.0,-7.893,0.0,0.0464,0.947,4.44e-05,0.119,0.805,136.016,4.0,r&b,16.12653306239244
2010-12-11,93,1YcOjtjiwwiwlrzmeueQ45,21,2010,12,Crazy Beautiful Life,170213,2010-11-19,album,False,6LqNN22kT3074XbTVUrhzX,Kesha,81.0,8210379.0,0.804,0.57,8.0,-4.691,1.0,0.0343,0.0158,2.83e-05,0.14,0.803,104.999,4.0,pop,16.12944206560526
2010-07-03,95,1wCJ3JIsNaJK0MYct4Kmrv,21,2010,7,Finding My Way Back,226693,2010-02-09,album,False,4sbB4Yy6Qig51pKCIKSLw3,Jaheim,56.0,1461316.0,0.605,0.622,0.0,-5.133,1.0,0.0425,0.114,0.0,0.15,0.177,136.012,3.0,r&b,16.156817638540225
2022-10-01,93,3fWchdm3NfLb4licNeIhV7,21,2022,10,Love In The Way,221534,2022-09-16,single,True,0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,87.0,32494337.0,0.66,0.646,11.0,-5.923,1.0,0.205,0.364,0.0,0.121,0.298,105.804,4.0,pop,16.179237209431193
2018-01-20,92,0Ult84lvFuqNvbyXwyRQ58,21,2018,1,I Miss You (feat. Julia Michaels),205986,2018-11-30,album,False,0ZED1XzwlLHW4ZaG4lOT6m,Julia Michaels,74.0,5074224.0,0.693,0.624,0.0,-7.482,0.0,0.0448,0.299,7.64e-06,0.0955,0.369,105.002,4.0,pop,16.266635444953156
2011-08-13,95,6NRnQf2OAVTWVV9joDKqzZ,21,2011,8,Oh My feat. Fabolous; Roscoe Dash & Wiz Khalifa,263686,2011-10-11,album,True,0YWxKQj2Go9CGHCp77UOyy,Fabolous,66.0,2674158.0,0.614,0.784,10.0,-5.785,0.0,0.0277,0.0083,0.0,0.359,0.361,136.033,4.0,rap/hip-hop,16.402410830150064
2021-12-11,95,53UMRr4KOgZP5Ins0aGlhs,21,2021,12,Always Been You,131824,2023-02-10,album,False,2yLzlEFtIS0Q9UkyBZdQA7,Jessie Murph,76.0,1101796.0,0.655,0.572,3.0,-7.666,0.0,0.0535,0.646,1.81e-06,0.0774,0.403,137.12,4.0,pop,16.616949546549144
2013-08-10,92,3QHMxEOAGD51PDlbFPHLyJ,21,2013,8,Vivir Mi Vida,252346,2013-07-23,album,False,4wLXwxDeWQ8mtUIRPxGiD6,Marc Anthony,77.0,10004632.0,0.656,0.877,0.0,-3.231,0.0,0.0342,0.345,0.0,0.349,0.894,105.018,4.0,pop,16.630913273637226
2020-07-04,92,6jGyDvL1Rf4XfwTb25o1HN,21,2020,7,My Truck,158329,2020-05-22,single,False,0C86lmpnwiyLDUiyo4d0P1,BRELAND,59.0,119176.0,0.883,0.299,2.0,-8.382,1.0,0.105,0.23,7.62e-06,0.162,0.55,136.982,4.0,country,16.653520361818536
2002-04-13,92,1ONo2x3Lv4vhWoEd5A7U4q,21,2002,4,Feel The Girl,246133,2002-01-01,album,True,0WjnlObkDedRrSBTC9N3lW,Ms. Jade,26.0,38545.0,0.905,0.635,4.0,-7.889,0.0,0.308,0.471,0.000143,0.113,0.722,103.933,4.0,pop,16.721907730440673
2017-05-20,93,5kRPPEWFJIMox5qIkQkiz5,21,2017,5,Sweet Creature,224866,2017-05-12,album,False,6KImCVD70vtIoJWnq6nGn3,Harry Styles,84.0,32938231.0,0.427,0.262,7.0,-8.541,1.0,0.0276,0.746,0.0,0.068,0.228,104.085,4.0,pop,16.812519001061176
2000-07-29,95,5uLY1JrkRN5U4SmzRIP3vT,21,2000,7,Dancing Queen,228573,1999-01-01,album,False,5zMgvYBz4AW0gFyPtg7fR9,A*Teens,47.0,209090.0,0.65,0.902,9.0,-2.823,1.0,0.0437,0.107,0.000194,0.0793,0.531,104.871,4.0,pop,16.836825734993347
2013-08-31,96,7LwJG5mCWzQAz1tZr2FZ4D,21,2013,8,Your Side Of The Bed,221680,2013-01-01,album,False,3CygdxquGHurS7f9LjNLkv,Little Big Town,63.0,2808387.0,0.589,0.383,5.0,-7.543,1.0,0.0334,0.676,0.0,0.0949,0.162,137.72,4.0,country,17.153086898183794
2009-12-05,94,0ffOWJVrYmtKcmQJbPWuhc,21,2009,12,Bigger,197800,2009-01-01,album,False,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,91.0,77957118.0,0.78,0.733,0.0,-2.851,0.0,0.111,0.164,0.0,0.341,0.895,104.076,4.0,pop,17.59769947177878
2022-04-02,95,4Se3fXoHJkcraQzJXo2IYn,21,2022,4,Monëy so big,160052,2021-09-10,album,True,3qiHUAX7zY4Qnjx8TNUzVx,Yeat,82.0,5367220.0,0.693,0.575,2.0,-7.633,1.0,0.0906,0.121,0.0,0.104,0.353,138.016,4.0,other,17.61715230813551
2023-07-15,93,1bIHv5s0rByq6ZOqDSt8K8,21,2023,7,That Fiya,154832,2023-06-30,album,True,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,85.0,17805455.0,0.565,0.712,3.0,-4.012,0.0,0.0301,0.00234,0.0,0.186,0.22,138.124,4.0,rap/hip-hop,17.81476795843517
2013-08-31,94,6XS8t28Zl7a9LiZacsRdNK,21,2013,8,We Own The Night,206161,2013-01-01,album,False,2NhdGz9EDv2FeUw6udu2g1,The Wanted,65.0,2492821.0,0.547,0.939,11.0,-4.052,1.0,0.131,0.00591,0.0,0.227,0.557,103.933,4.0,pop,18.095436879234185
2008-10-25,93,72pRggptACNxeYG0vG3V3Q,21,2008,10,The Shock Of The Lightning,299946,2008-10-06,album,False,2DaxqgrOhkeH0fpeiQq2f4,Oasis,83.0,10740804.0,0.329,0.953,11.0,-2.416,0.0,0.0874,4.47e-05,0.558,0.302,0.0374,136.922,4.0,other,18.116438929006065
2014-09-27,92,35x6JdLCr4VWWR5ShNoAWo,21,2014,9,Bend Ova (feat. Tyga),226106,2014-07-22,single,True,5LHRHt1k9lMyONurDHEdrp,Tyga,79.0,6984781.0,0.855,0.968,1.0,-3.278,1.0,0.157,0.0143,0.0025,0.0988,0.798,103.005,4.0,rap/hip-hop,18.303438532935814
2012-05-05,96,6h2q5GhVc9itEB6NqOEMd4,21,2012,5,Eyes Wide Open,191253,2011-01-01,album,False,2AsusXITU8P25dlRNhcAbG,Gotye,72.0,2197349.0,0.597,0.873,5.0,-6.114,1.0,0.0368,0.194,0.0205,0.16,0.643,138.892,4.0,pop,18.307129662785588
2019-05-11,96,4Kmp7D3Gg95xv5dzg2mPMq,21,2019,5,Love Me Anyway (feat. Chris Stapleton),188120,2019-04-25,album,False,1KCSPY1glIKqW2TotWuXOR,P!nk,82.0,17190703.0,0.368,0.321,3.0,-5.904,1.0,0.0272,0.769,0.0,0.135,0.0673,139.001,4.0,pop,18.50661183816327
