chart_week,list_position,track_id,score,chart_year,chart_month,track_name,duration_ms,release_date,album_type,explicit,artist_id,artist_name,popularity,followers,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre,distance_to_mean
2018-05-19,1,0b9oOr2ZgvyQu88wzixux9,100,2018,5,This Is America,225773,2018-05-06,single,True,73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,81.0,13398641.0,0.854,0.463,5.0,-6.159,1.0,0.137,0.117,0.0,0.354,0.549,120.024,4.0,rap/hip-hop,1.0646132278173626
2013-09-28,1,2vwlzO0Qp8kfEtzTsCXfyE,100,2013,9,Wrecking Ball,221360,2013-10-04,album,False,5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,84.0,24857826.0,0.53,0.422,5.0,-6.262,1.0,0.0342,0.407,0.0,0.107,0.349,119.964,4.0,pop,1.0763899611403405
2012-06-23,1,3TGRqZ0a2l1LRblBkJoaDx,100,2012,6,Call Me Maybe,193400,2012-01-01,album,False,6sFIWsNpZYqfjUpaCgueju,Carly Rae Jepsen,73.0,4928903.0,0.782,0.58,7.0,-6.548,1.0,0.0407,0.0114,2.28e-06,0.108,0.66,120.021,4.0,pop,2.558156442365991
2009-04-11,1,5R8dQOPq8haW94K7mgERlO,100,2009,4,Poker Face,237200,2008-01-01,album,False,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,92.0,32043089.0,0.851,0.806,4.0,-4.618,1.0,0.0787,0.119,1.72e-06,0.121,0.774,119.001,4.0,pop,2.7913625902227976
2023-04-08,1,3Ua0m0YmEjrMi9XErKcNiR,100,2023,4,Like Crazy,212241,2023-03-24,single,False,1oSPZhvZMIrWW5I41kPkkY,Jimin,89.0,9579816.0,0.629,0.733,7.0,-5.445,1.0,0.0419,0.0025,0.0,0.357,0.362,120.001,4.0,k-pop,2.904284585977017
2000-09-16,1,2BcOZ4vOeu2qZowIHrvTYy,100,2000,9,Music,225973,2000-09-19,album,False,6tbjWDEIzxoDsBA1FuhfPW,Madonna,81.0,8125634.0,0.736,0.802,7.0,-8.527,1.0,0.0663,0.00149,0.0876,0.14,0.871,119.854,4.0,pop,3.107844432177495
2013-06-22,1,0n4bITAu0Y0nigrz3MFJMb,100,2013,6,Blurred Lines,263826,2013-01-01,album,True,0ZrpamOxcZybMHGg1AYtHP,Robin Thicke,64.0,1947205.0,0.853,0.599,7.0,-4.756,1.0,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993,4.0,pop,3.2915589371827116
2010-12-11,1,1gv4xPanImH17bKZ9rOveR,100,2010,12,Raise Your Glass,202960,2010-10-05,single,True,1KCSPY1glIKqW2TotWuXOR,P!nk,82.0,17190703.0,0.7,0.709,7.0,-5.006,1.0,0.0838,0.0048,0.0,0.029,0.624,122.019,4.0,pop,3.3763305553105756
2004-05-22,1,7z3N2W7Xz1t2G2sAO8wFVH,100,2004,5,Burn,231933,2004-03-23,album,False,23zg3TcAtWQy7J6upgbUnj,USHER,83.0,12223027.0,0.796,0.477,1.0,-7.161,1.0,0.108,0.314,0.0,0.12,0.685,119.928,4.0,r&b,3.634877084172683
2014-05-17,1,3U4isOIWM3VvDubwSI3y7a,100,2014,5,All of Me,269560,2013-08-30,album,False,5y2Xq6xcjJb2jVM54GHK3t,John Legend,77.0,7075416.0,0.422,0.264,8.0,-7.064,1.0,0.0322,0.922,0.0,0.132,0.331,119.93,4.0,r&b,3.655352092951333
2000-08-12,1,3w8Mw9GHYepoTWOSdiyosj,100,2000,8,Incomplete,274226,1999-11-30,album,True,6x9QLdzo6eBZxJ1bHsDkjg,Sisqo,59.0,1058972.0,0.746,0.443,1.0,-7.693,0.0,0.0771,0.283,0.0,0.14,0.27,119.31,4.0,r&b,3.8978271933531974
2010-11-13,1,3LUWWox8YYykohBbHUrrxd,100,2010,11,We R Who We R,204760,2010-11-19,album,False,6LqNN22kT3074XbTVUrhzX,Kesha,81.0,8210379.0,0.736,0.817,8.0,-4.9,1.0,0.0407,0.00987,0.00167,0.117,0.653,119.95,4.0,pop,4.017506691580249
2000-06-24,1,2N4viTG9njqCa4c46YyWs1,100,2000,6,Be With You,219360,1999-01-01,album,False,7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias,79.0,11147672.0,0.683,0.866,1.0,-5.436,0.0,0.0329,0.0395,0.00161,0.0483,0.542,121.996,4.0,pop,4.056298851647065
2009-01-17,1,2x7MyWybabEz6Y6wvHuwGE,100,2009,1,Just Dance,241933,2008-01-01,album,False,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,92.0,32043089.0,0.822,0.739,1.0,-4.541,0.0,0.0311,0.0264,4.28e-05,0.181,0.745,118.99,4.0,pop,4.516958304623257
2006-09-09,1,0O45fw2L5vsWpdsOdXwNAR,100,2006,9,SexyBack (feat. Timbaland),242733,2006-09-12,album,True,31TPClRtHm23RisEBtV3X7,Justin Timberlake,83.0,14594071.0,0.967,0.583,7.0,-5.562,0.0,0.0789,0.0584,0.0,0.0519,0.964,117.0,4.0,pop,4.571895037780673
2015-09-19,1,4B0JvthVoAAuygILe3n4Bs,100,2015,9,What Do You Mean?,205680,2015-11-13,album,False,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,91.0,77957118.0,0.845,0.567,5.0,-8.118,0.0,0.0956,0.59,0.00142,0.0811,0.793,125.02,4.0,pop,4.653675962290097
2010-01-02,1,0HPD5WQqrq7wPWR7P7Dw1i,100,2010,1,TiK ToK,199693,2010-01-01,album,False,6LqNN22kT3074XbTVUrhzX,Kesha,81.0,8210379.0,0.755,0.837,2.0,-2.718,0.0,0.142,0.0991,0.0,0.289,0.714,120.028,4.0,pop,4.863871353428634
2009-02-28,1,3GpbwCm3YxiWDvy29Uo3vP,100,2009,2,Right Round,204640,2009-03-23,album,False,0jnsk9HBra6NMjO2oANoPY,Flo Rida,81.0,8664797.0,0.72,0.672,7.0,-6.852,1.0,0.0551,0.009,0.0,0.232,0.705,124.986,4.0,pop,5.029411518343275
2024-03-23,1,51ZQ1vr10ffzbwIjDCwqm4,100,2024,3,we can't be friends (wait for your love),228639,2024-03-08,album,False,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,92.0,100365325.0,0.645,0.646,5.0,-8.334,1.0,0.0427,0.0615,3.04e-05,0.074,0.295,115.842,4.0,pop,5.033730266657516
2007-02-24,1,2aI21FnmY7TJVKeMaoQZ0t,100,2007,2,Say It Right,223080,2006-01-01,album,False,2jw70GZXlAI8QzWeY2bgRc,Nelly Furtado,78.0,4048329.0,0.871,0.871,1.0,-6.328,1.0,0.139,0.0469,0.00114,0.0543,0.811,116.946,4.0,latin,5.130129563767781
2010-12-18,1,4lCv7b86sLynZbXhfScfm2,100,2010,12,Firework,227880,2012-03-12,album,False,6jJ0s89eD6GaHleKKya26X,Katy Perry,87.0,34661405.0,0.639,0.826,8.0,-4.968,1.0,0.0479,0.139,0.0,0.0803,0.648,124.075,4.0,pop,5.240684559067063
2007-04-07,1,7I6DceMT3utDOHjcYCbrr4,100,2007,4,Don't Matter,293053,2006-01-01,album,True,0z4gvV4rjIZ9wHck67ucSV,Akon,83.0,4982696.0,0.798,0.443,2.0,-6.062,1.0,0.0402,0.244,0.0,0.326,0.354,125.231,4.0,pop,5.349253874386962
2021-05-08,1,5QO79kh1waicV47BqGRL3g,100,2021,5,Save Your Tears,215626,2020-03-20,album,True,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,96.0,92598894.0,0.679,0.825,0.0,-5.487,1.0,0.0309,0.0212,1.21e-05,0.543,0.644,118.049,4.0,r&b,5.3931680730494405
2001-12-15,1,7J41dYQolQJEtj3UmKLu5r,100,2001,12,U Got It Bad,247840,2001-08-07,album,False,23zg3TcAtWQy7J6upgbUnj,USHER,83.0,12223027.0,0.816,0.5,1.0,-4.551,1.0,0.03,0.0227,1.53e-06,0.0733,0.649,124.037,4.0,r&b,5.437855052328772
2023-01-28,1,7DSAEUvxU8FajXtRloy8M0,100,2023,1,Flowers,200600,2023-08-18,album,False,5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,84.0,24857826.0,0.706,0.691,0.0,-4.775,1.0,0.0633,0.0584,6.99e-05,0.0232,0.632,118.048,4.0,pop,5.6013735505300986
2012-03-03,1,5T7ZFtCcOgkpjxcuaeZbw0,100,2012,3,Best Song Ever,200106,2013-11-25,album,False,4AK6F7OLvEQ5QYCBNiQWHq,One Direction,85.0,36639900.0,0.652,0.877,1.0,-2.986,1.0,0.0465,0.0227,0.0,0.0789,0.486,118.491,4.0,pop,5.636890841737458
2019-11-30,1,21jGcNKet2qwijlDFuPiPb,100,2019,11,Circles,215280,2019-09-06,album,False,246dkjvS1zLTtiykXe5h60,Post Malone,92.0,45545078.0,0.695,0.763,0.0,-3.497,1.0,0.0396,0.189,0.00242,0.0863,0.551,120.042,4.0,rap/hip-hop,5.655271945858222
2004-02-14,1,5z7mYFfhw6N6f23VwrokJD,100,2004,2,The Way You Move (feat. Sleepy Brown),234000,2003,album,True,1G9G7WwrXka3Z1r7aIDjI7,Outkast,77.0,2851286.0,0.871,0.597,5.0,-4.932,0.0,0.0464,0.126,0.000113,0.0638,0.635,125.999,4.0,rap/hip-hop,5.740347711067197
2019-08-31,1,6v3KW9xbzN5yKLt9YKDYA2,100,2019,8,Señorita,190799,2019-06-19,album,False,4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello,82.0,33889992.0,0.759,0.548,9.0,-6.049,0.0,0.0289,0.0379,0.0,0.0828,0.75,116.963,4.0,pop,5.8173331488220255
2010-09-18,1,5jzKL4BDMClWqRguW5qZvh,100,2010,9,Teenage Dream,227741,2010-01-01,album,False,6jJ0s89eD6GaHleKKya26X,Katy Perry,87.0,34661405.0,0.719,0.798,10.0,-4.582,1.0,0.0361,0.0162,2.34e-06,0.134,0.591,120.012,4.0,pop,5.934098734062956
2020-06-06,1,7ju97lgwC2rKQ6wwsf9no9,100,2020,6,Rain On Me (with Ariana Grande),182200,2020-05-29,album,False,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,92.0,32043089.0,0.672,0.855,9.0,-3.764,1.0,0.0397,0.021,0.0,0.323,0.646,123.056,4.0,pop,5.941094535928868
2021-07-24,1,3XYRV7ZSHqIRDG87DKTtry,100,2021,7,Permission to Dance,187585,2021-07-23,single,False,3Nrfpe0tUJi4K4DXYWgMUX,BTS,87.0,76212947.0,0.702,0.741,9.0,-5.33,1.0,0.0427,0.00544,0.0,0.337,0.646,124.925,4.0,pop,6.3898475542181705
2011-08-27,1,3avYqdwHKEq8beXbeWCKqJ,100,2011,8,Last Friday Night (T.G.I.F.),230733,2010-01-01,album,False,6jJ0s89eD6GaHleKKya26X,Katy Perry,87.0,34661405.0,0.652,0.81,3.0,-3.789,0.0,0.0406,0.00129,2.91e-05,0.667,0.732,126.022,4.0,pop,6.416917320958184
2020-01-18,1,0nbXyq5TXYPCO7pr3N8S4I,100,2020,1,The Box,196652,2019-12-06,album,True,757aE44tKEUQEqRuT6GnEB,Roddy Ricch,77.0,10896347.0,0.896,0.586,10.0,-6.687,0.0,0.0559,0.104,0.0,0.79,0.642,116.971,4.0,rap/hip-hop,6.594185631466824
2024-04-27,1,4IadxL6BUymXlh8RCJJu7T,100,2024,4,Too Sweet,251424,2024-03-22,single,False,2FXC3k01G6Gw61bmprjgqS,Hozier,87.0,7928811.0,0.741,0.62,10.0,-5.505,1.0,0.0412,0.0295,0.000809,0.0398,0.934,117.038,4.0,other,6.6651901872203005
2006-04-01,1,0k2GOhqsrxDTAbFFSdNJjT,100,2006,4,Temperature,218573,2005-09-26,album,False,3Isy6kedDrgPYoTS1dazA9,Sean Paul,82.0,4887772.0,0.951,0.6,0.0,-4.675,0.0,0.0685,0.106,0.0,0.0712,0.822,125.04,4.0,pop,6.711473946149535
2022-08-13,1,5pyoxDZ1PX0KxBxiRVxA4U,100,2022,8,BREAK MY SOUL,278281,2022-07-29,album,False,6vWDO969PvNqNYHIOW5v0m,Beyoncé,87.0,38734146.0,0.693,0.887,1.0,-5.039,0.0,0.0795,0.0581,2.71e-06,0.27,0.864,114.942,4.0,pop,6.919747600877706
2012-02-18,1,6D60klaHqbCl9ySc8VcRss,100,2012,2,Stronger (What Doesn't Kill You),221946,2011-10-24,album,False,3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,74.0,10594069.0,0.562,0.939,0.0,-4.282,1.0,0.0475,0.046,0.0,0.112,0.684,116.044,4.0,pop,6.9236218155127105
2020-09-05,1,5QDLhrAOJJdNAmCTJ8xMyW,100,2020,9,Dynamite,199053,2020-11-20,album,False,3Nrfpe0tUJi4K4DXYWgMUX,BTS,87.0,76212947.0,0.746,0.765,6.0,-4.41,0.0,0.0993,0.0112,0.0,0.0936,0.737,114.044,4.0,pop,7.144791197352336
2015-01-17,1,32OlwWuMpZ6b0aN2RZOeMS,100,2015,1,Uptown Funk (feat. Bruno Mars),269666,2015-01-12,album,True,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,94.0,60197201.0,0.856,0.609,0.0,-7.223,1.0,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,4.0,pop,7.248054922566315
2011-02-26,1,6r2BECwMgEoRb5yLfp0Hca,100,2011,2,Born This Way,260252,2011-01-01,album,False,1HY2Jd0NmPuamShAr6KMms,Lady Gaga,92.0,32043089.0,0.587,0.828,11.0,-5.108,1.0,0.161,0.00327,0.0,0.331,0.493,123.907,4.0,pop,7.460300341093908
2023-08-26,1,78Du4CMFgnhdlG33gblkiP,100,2023,8,Rich Men North of Richmond,187244,2023-08-11,single,False,6IkfE2JyVoKwBZXvuytKX3,Oliver Anthony Music,64.0,876752.0,0.678,0.264,10.0,-12.384,1.0,0.0622,0.753,0.0,0.302,0.528,121.722,4.0,pop,7.910524251909211
2005-03-05,1,5D2mYZuzcgjpchVY1pmTPh,100,2005,3,Candy Shop,209106,2005-03-03,album,True,3q7HBObVc0L8jNeTe5Gofh,50 Cent,85.0,15692624.0,0.613,0.574,11.0,-7.961,1.0,0.467,0.0253,3.13e-05,0.38,0.755,125.18,5.0,rap/hip-hop,8.014122855785914
2008-08-23,1,2VOomzT6VavJOGBeySqaMc,100,2008,8,Disturbia,238626,2008-06-02,album,False,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,92.0,63115308.0,0.707,0.814,11.0,-4.509,0.0,0.0577,0.0861,0.0,0.168,0.717,124.921,4.0,pop,8.107227490980133
2016-02-20,1,0PDUDa38GO8lMxLCRc4lL1,100,2016,2,PILLOWTALK,202746,2016-03-25,album,True,5ZsFI1h6hIdQRw2ti0hz81,ZAYN,77.0,23254268.0,0.584,0.7,11.0,-4.275,1.0,0.0456,0.117,0.0,0.0939,0.438,124.944,4.0,pop,8.190205163537966
2007-05-12,1,1lHXlGlve5Zx8tXLhyjDwM,100,2007,5,Makes Me Wonder,211080,2007-01-01,album,True,04gDigrS5kc9YWfZHwBETP,Maroon 5,87.0,42858633.0,0.803,0.852,7.0,-2.429,1.0,0.0357,0.00484,0.000331,0.0576,0.878,113.998,4.0,pop,8.314726681702517
2023-07-29,1,7x9aauaA9cu6tyfpHnqDLo,100,2023,7,Seven (feat. Latto),184400,2023-07-14,single,True,3MdXrJWsbVzdn6fe5JYkSQ,Latto,80.0,1787418.0,0.788,0.841,11.0,-3.955,1.0,0.0432,0.301,0.0,0.0772,0.904,124.986,4.0,rap/hip-hop,8.322617254352384
2007-09-08,1,4AniPkv5vgdE1n6VKreiyI,100,2007,9,Big Girls Don't Cry (Personal),268120,2006-09-13,album,False,3r17AfJCCUqC9Lf0OAc73G,Fergie,70.0,5799034.0,0.707,0.642,7.0,-4.271,1.0,0.0337,0.204,0.0,0.0925,0.249,113.083,4.0,pop,8.323559185146902
2011-04-30,1,7ySUcLPVX7KudhnmNcgY2D,100,2011,4,S&M,243600,2010-01-01,album,True,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,92.0,63115308.0,0.769,0.685,1.0,-5.019,1.0,0.041,0.0105,0.000124,0.0887,0.836,127.977,4.0,pop,8.379793672689821
2001-04-14,1,5X8kkUaUlAyAUr9TYqDFTH,100,2001,4,All For You,329933,2001-01-01,album,False,4qwGe91Bz9K2T8jXTZ815W,Janet Jackson,67.0,3973805.0,0.753,0.934,2.0,-3.011,1.0,0.0736,0.0174,0.065,0.128,0.73,113.525,3.0,pop,8.437093463760627
2011-11-12,1,6qn9YLKt13AGvpq9jfO8py,100,2011,11,We Found Love,215226,2011-11-18,album,False,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,92.0,63115308.0,0.735,0.766,1.0,-4.485,1.0,0.0384,0.025,0.00141,0.108,0.6,127.975,4.0,pop,8.50527079021301
2009-07-11,1,2H1047e0oMSj10dgp7p2VG,100,2009,7,I Gotta Feeling,289133,2009-01-01,album,False,1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,82.0,8457193.0,0.744,0.766,0.0,-6.375,1.0,0.0265,0.0873,0.0,0.509,0.61,127.966,4.0,pop,8.667146221728581
2017-09-16,1,1P17dC1amhFzptugyAO7Il,100,2017,9,Look What You Made Me Do,211853,2017-11-10,album,False,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100.0,123544806.0,0.766,0.709,9.0,-6.471,0.0,0.123,0.204,1.41e-05,0.126,0.506,128.07,4.0,pop,8.704853931329456
2010-12-04,1,2ENexcMEMsYk0rVJigVD3i,100,2010,12,Only Girl (In The World),235493,2010-01-01,album,False,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,92.0,63115308.0,0.789,0.706,11.0,-4.233,0.0,0.0429,0.112,1.71e-05,0.0586,0.638,125.918,4.0,pop,8.757247836056107
2015-10-03,1,7fBv7CLKzipRk6EC6TWHOB,100,2015,10,The Hills,242253,2015-08-28,album,True,1Xyo4u8uXC1ZmMpatF05PJ,The Weeknd,96.0,92598894.0,0.585,0.564,0.0,-7.063,0.0,0.0515,0.0671,0.0,0.135,0.137,113.003,4.0,r&b,8.873688344961375
2016-05-28,1,1WkMMavIMc4JZ8cfMmxHkI,100,2016,5,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",237546,2016-09-23,compilation,False,31TPClRtHm23RisEBtV3X7,Justin Timberlake,83.0,14594071.0,0.669,0.832,0.0,-5.721,1.0,0.0682,0.0106,0.0,0.0968,0.7,113.035,4.0,pop,8.898509774934418
2024-05-25,1,5IZXB5IKAD2qlvTPJYDCFB,100,2024,5,I Had Some Help (Feat. Morgan Wallen),178205,2024-08-15,album,True,246dkjvS1zLTtiykXe5h60,Post Malone,92.0,45545078.0,0.644,0.874,0.0,-4.723,1.0,0.0265,0.0113,0.0,0.227,0.753,128.017,4.0,rap/hip-hop,8.945247802002136
2008-09-27,1,0JiY190vktuhSGN6aqJdrt,100,2008,9,So What,215160,2008-10-24,album,True,1KCSPY1glIKqW2TotWuXOR,P!nk,82.0,17190703.0,0.534,0.87,11.0,-3.078,0.0,0.0425,0.000334,0.0,0.241,0.462,126.019,4.0,pop,9.226814285940975
2017-01-21,1,0M9ydKzuF3oZTfYYPfaGX1,100,2017,1,Bad and Boujee (feat. Lil Uzi Vert),343150,2017-01-27,album,True,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,85.0,17805455.0,0.926,0.666,11.0,-5.314,1.0,0.244,0.0611,0.0,0.123,0.168,127.079,4.0,rap/hip-hop,9.287028504527376
2010-05-22,1,7Ie9W94M7OjPoZVV216Xus,100,2010,5,Not Afraid,248133,2010-06-18,album,True,7dGJo4pcD2V6oG8kP0tJRR,Eminem,93.0,91487128.0,0.855,0.954,0.0,-1.19,0.0,0.264,0.529,0.0,0.205,0.668,114.635,5.0,rap/hip-hop,9.39094963845741
2012-04-28,1,4wCmqSrbyCgxEXROQE6vtV,100,2012,4,Somebody That I Used To Know,244973,2011-01-01,album,False,2AsusXITU8P25dlRNhcAbG,Gotye,72.0,2197349.0,0.864,0.495,0.0,-7.036,1.0,0.037,0.591,0.000133,0.0992,0.72,129.062,4.0,pop,9.615370957626498
2011-07-16,1,0IkKz2J93C94Ei4BvDop7P,100,2011,7,Party Rock Anthem,262173,2011-01-01,album,False,2jLE4BoXHriQ96JagEtiDP,Lauren Bennett,62.0,8619.0,0.75,0.727,5.0,-4.21,0.0,0.142,0.0188,0.0,0.266,0.359,129.992,4.0,other,9.759716467230184
2011-07-09,1,1IJYb2qBTHMoDzHgsuA86H,100,2011,7,Give Me Everything (feat. Nayer),256280,2013-06-24,compilation,False,0TnOYISbd1XYRBk9myaseg,Pitbull,86.0,10847957.0,0.673,0.932,8.0,-3.252,1.0,0.164,0.182,1.93e-06,0.303,0.536,129.029,4.0,pop,9.784267165464
2007-08-11,1,1hGy2eLcmC8eKx7qr1tOqx,100,2007,8,Beautiful Girls,225373,2007-07-23,single,False,6S0dmVVn4udvppDhZIWxCr,Sean Kingston,72.0,3372031.0,0.762,0.661,1.0,-6.075,0.0,0.0687,0.15,0.0,0.256,0.769,130.009,4.0,pop,10.077850504956102
2008-07-05,1,005lwxGU1tms6HGELIcUv9,100,2008,7,I Kissed A Girl,179640,2008-06-17,album,False,6jJ0s89eD6GaHleKKya26X,Katy Perry,87.0,34661405.0,0.702,0.76,5.0,-3.174,1.0,0.0684,0.00226,0.0,0.132,0.696,129.996,4.0,pop,10.086269655623946
2012-01-07,1,0obBFrPYkSoBJbvHfUIhkv,100,2012,1,Sexy And I Know It,199480,2011-01-01,album,False,3sgFRtyBnxXD5ESfmbK4dl,LMFAO,68.0,4211137.0,0.708,0.861,7.0,-4.225,1.0,0.316,0.1,0.0,0.191,0.795,130.043,4.0,pop,10.098377745788893
2011-09-10,1,7LcfRTgAVTs5pQGEQgUEzN,100,2011,9,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",201160,2010,album,False,04gDigrS5kc9YWfZHwBETP,Maroon 5,87.0,42858633.0,0.722,0.758,11.0,-4.477,0.0,0.0471,0.0111,0.0,0.308,0.62,128.047,4.0,pop,10.131691658094619
2000-02-19,1,1RS3LStQYhju50eBdD9Uul,100,2000,2,Thank God I Found You (feat. Joe & 98°),257359,1999-11-02,album,False,3zTOe1BtyTkwNvYZOxXktX,Joe,66.0,1958969.0,0.348,0.532,10.0,-5.882,1.0,0.0331,0.592,0.0,0.106,0.148,129.297,4.0,r&b,10.332087080190727
2021-03-20,1,3aQem4jVGdhtg116TmJnHz,100,2021,3,What’s Next,178153,2021-03-05,single,True,3TVXtAsR1Inumwj472S9r4,Drake,96.0,92537455.0,0.781,0.594,0.0,-6.959,0.0,0.0485,0.0136,0.0,0.162,0.0628,129.895,4.0,rap/hip-hop,10.359278468851217
2020-05-09,1,39Yp9wwQiSRIDOvrVg7mbk,100,2020,5,THE SCOTTS,165977,2020-04-24,single,True,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,94.0,33611357.0,0.716,0.537,0.0,-7.648,0.0,0.0514,0.233,0.0,0.157,0.28,129.979,4.0,rap/hip-hop,10.456019293289605
2009-04-18,1,3opVsyWVYEAFK9bJAG8Opa,100,2009,4,Boom Boom Pow,251440,2009-01-01,album,True,1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,82.0,8457193.0,0.866,0.857,9.0,-5.894,1.0,0.0664,0.13,0.0017,0.13,0.408,130.049,4.0,pop,10.490929411147956
2011-01-08,1,2tJulUYLDKOg9XrtVkMgcJ,100,2011,1,Grenade,222091,2010-05-11,album,False,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,94.0,60197201.0,0.704,0.558,2.0,-7.273,0.0,0.0542,0.148,0.0,0.107,0.245,110.444,4.0,pop,10.49212614559333
2020-08-08,1,4R2kfaDFhslZEMJqAFNpdd,100,2020,8,cardigan,239560,2020-07-24,album,False,06HL4z0CvFAxyc27GXpf02,Taylor Swift,100.0,123544806.0,0.613,0.581,0.0,-8.588,0.0,0.0424,0.537,0.000345,0.25,0.551,130.033,4.0,pop,10.619672780738632
2022-10-29,1,3nqQXoyQOWXiESFLlDF1hG,100,2022,10,Unholy (feat. Kim Petras),156943,2022-09-22,single,False,2wY79sveU1sp5g7SokKOiI,Sam Smith,84.0,24407317.0,0.719,0.454,2.0,-7.384,1.0,0.0707,0.0138,4.83e-06,0.318,0.224,131.007,4.0,pop,10.735532189397794
2024-03-02,1,7wLShogStyDeZvL0a6daN5,100,2024,3,TEXAS HOLD 'EM,233456,2024-03-29,album,True,6vWDO969PvNqNYHIOW5v0m,Beyoncé,87.0,38734146.0,0.727,0.711,2.0,-6.549,1.0,0.078,0.582,0.0,0.158,0.375,110.012,4.0,pop,10.906883086832973
2001-06-02,1,0PSZ9G584Ve27GK6ThlY6P,100,2001,6,Lady Marmalade - Single Edit,267960,2001-06-26,single,False,1KCSPY1glIKqW2TotWuXOR,P!nk,82.0,17190703.0,0.754,0.811,5.0,-3.679,1.0,0.0561,0.0185,5.18e-06,0.654,0.639,109.902,4.0,pop,11.175380998186105
2021-06-05,1,1mWdTewIgB3gtBM3TOSFhB,100,2021,6,Butter,164441,2021-06-04,single,False,3Nrfpe0tUJi4K4DXYWgMUX,BTS,87.0,76212947.0,0.759,0.459,8.0,-5.187,1.0,0.0948,0.00323,0.0,0.0906,0.695,109.997,4.0,pop,11.28237727165074
2007-03-24,1,4KTtYhxFtFL7mBwnjkKfLm,100,2007,3,Glamorous,246573,2006-09-13,album,True,3ipn9JLAPI5GUEo4y4jcoi,Ludacris,79.0,3107598.0,0.81,0.755,0.0,-6.408,1.0,0.199,0.291,0.0,0.0857,0.625,130.991,4.0,rap/hip-hop,11.345332440208377
2019-11-02,1,7qEHsqek33rTcFNT9PFqLf,100,2019,11,Someone You Loved,182160,2019-05-17,album,False,4GNC7GD6oZMSxPGyXy4MNB,Lewis Capaldi,81.0,12867567.0,0.501,0.405,1.0,-5.679,1.0,0.0319,0.751,0.0,0.105,0.446,109.891,4.0,pop,11.361708413986124
2010-10-02,1,7BqBn9nzAq8spo5e7cZ0dJ,100,2010,10,Just the Way You Are,220734,2010-05-11,album,False,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,94.0,60197201.0,0.635,0.841,5.0,-5.379,1.0,0.0422,0.0134,0.0,0.0622,0.424,109.021,4.0,pop,11.686661077496991
2014-01-18,1,3cHyrEgdyYRjgJKSOiOtcS,100,2014,1,Timber,204160,2012,album,False,0TnOYISbd1XYRBk9myaseg,Pitbull,86.0,10847957.0,0.581,0.963,11.0,-4.087,1.0,0.0981,0.0295,0.0,0.139,0.788,129.992,4.0,pop,11.72304843904281
2020-05-16,1,3Dv1eDb0MEgF93GpLXlucZ,100,2020,5,Say So,237893,2019-11-07,album,True,5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,87.0,31537127.0,0.787,0.673,11.0,-4.583,0.0,0.159,0.264,3.35e-06,0.0904,0.779,110.962,4.0,pop,11.823159590925297
2005-05-07,1,0LzrhCZFXW94Y8nwtTuRlw,100,2005,5,Hollaback Girl,199853,2004-11-12,album,True,4yiQZ8tQPux8cPriYMWUFP,Gwen Stefani,74.0,6630059.0,0.926,0.916,10.0,-2.221,0.0,0.0929,0.35,6.01e-06,0.0234,0.904,110.009,4.0,pop,12.785879185718846
2022-07-30,1,4a3D8glGZxhlJfOs1Czc3c,100,2022,7,About Damn Time,191937,2022-07-14,album,False,56oDRnqbIiwx4mymNEv7dS,Lizzo,70.0,5718202.0,0.835,0.747,10.0,-6.328,0.0,0.0622,0.101,0.0,0.355,0.713,108.974,4.0,other,12.861383496375616
